Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2009","2009","kt","0.004618","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2010","2010","kt","0.004593","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2011","2011","kt","0.004422","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2012","2012","kt","0.004704","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2013","2013","kt","0.004698","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2014","2014","kt","0.004974","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2015","2015","kt","0.005009","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2016","2016","kt","0.005394","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2017","2017","kt","0.005055","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2018","2018","kt","0.006722","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2019","2019","kt","0.008422","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2020","2020","kt","0.007784","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6508","Food Retail","2021","2021","kt","0.008703","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1992","1992","kt","0.003093","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1993","1993","kt","0.002306","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1994","1994","kt","0.003204","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1995","1995","kt","0.002743","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1996","1996","kt","0.00326","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1997","1997","kt","0.003497","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1998","1998","kt","0.003809","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","1999","1999","kt","0.003868","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2000","2000","kt","0.003747","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2001","2001","kt","0.003646","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2002","2002","kt","0.003692","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2003","2003","kt","0.003946","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2004","2004","kt","0.004483","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2005","2005","kt","0.004918","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2006","2006","kt","0.004769","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2007","2007","kt","0.005544","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2008","2008","kt","0.006395","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2009","2009","kt","0.006394","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2010","2010","kt","0.006134","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2011","2011","kt","0.005267","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2012","2012","kt","0.005511","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2013","2013","kt","0.005789","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2014","2014","kt","0.006154","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2015","2015","kt","0.006337","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2016","2016","kt","0.005999","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2017","2017","kt","0.005434","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2018","2018","kt","0.005634","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2019","2019","kt","0.004845","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2020","2020","kt","0.00451","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6508","Food Retail","2021","2021","kt","0.005074","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1992","1992","kt","199.636492","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1993","1993","kt","160.511906","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1994","1994","kt","196.53677","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1995","1995","kt","174.360129","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1996","1996","kt","195.35468","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1997","1997","kt","188.212466","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1998","1998","kt","221.020921","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","1999","1999","kt","220.563988","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2000","2000","kt","222.860829","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2001","2001","kt","235.120006","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2002","2002","kt","222.602008","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2003","2003","kt","222.672303","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2004","2004","kt","232.527327","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2005","2005","kt","236.266291","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2006","2006","kt","224.68247","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2007","2007","kt","250.181718","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2008","2008","kt","268.725678","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2009","2009","kt","272.116629","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2010","2010","kt","278.000181","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2011","2011","kt","249.549012","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2012","2012","kt","242.823107","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2013","2013","kt","251.412674","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2014","2014","kt","234.363322","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2015","2015","kt","237.734182","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2016","2016","kt","238.407933","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2017","2017","kt","238.799688","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2018","2018","kt","212.649786","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2019","2019","kt","202.853887","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2020","2020","kt","190.322431","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7273","Emissions (CO2)","6505","Food Household Consumption","2021","2021","kt","208.794828","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1992","1992","kt","0.029425","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1993","1993","kt","0.016012","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1994","1994","kt","0.006624","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1995","1995","kt","0.016098","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1996","1996","kt","0.026164","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1997","1997","kt","0.02715","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1998","1998","kt","0.021481","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","1999","1999","kt","0.024431","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2000","2000","kt","0.019413","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2001","2001","kt","0.017069","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2002","2002","kt","0.019045","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2003","2003","kt","0.013513","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2004","2004","kt","0.020808","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2005","2005","kt","0.018838","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2006","2006","kt","0.01512","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2007","2007","kt","0.009241","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2008","2008","kt","0.008942","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2009","2009","kt","0.008009","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2010","2010","kt","0.008954","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2011","2011","kt","0.009713","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2012","2012","kt","0.009183","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2013","2013","kt","0.008996","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2014","2014","kt","0.007994","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2015","2015","kt","0.006548","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2016","2016","kt","0.007045","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2017","2017","kt","0.007633","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2018","2018","kt","0.007038","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2019","2019","kt","0.008539","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2020","2020","kt","0.007652","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6505","Food Household Consumption","2021","2021","kt","0.007855","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1992","1992","kt","0.002515","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1993","1993","kt","0.001992","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1994","1994","kt","0.002589","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1995","1995","kt","0.002274","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1996","1996","kt","0.002655","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1997","1997","kt","0.002547","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1998","1998","kt","0.002991","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","1999","1999","kt","0.003033","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2000","2000","kt","0.003027","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2001","2001","kt","0.003252","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2002","2002","kt","0.003108","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2003","2003","kt","0.003173","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2004","2004","kt","0.003257","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2005","2005","kt","0.003325","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2006","2006","kt","0.003117","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2007","2007","kt","0.00358","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2008","2008","kt","0.003889","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2009","2009","kt","0.003966","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2010","2010","kt","0.004079","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2011","2011","kt","0.003636","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2012","2012","kt","0.003587","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2013","2013","kt","0.003665","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2014","2014","kt","0.003363","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2015","2015","kt","0.003392","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2016","2016","kt","0.003334","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2017","2017","kt","0.003289","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2018","2018","kt","0.003079","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2019","2019","kt","0.002866","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2020","2020","kt","0.002757","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7230","Emissions (N2O)","6505","Food Household Consumption","2021","2021","kt","0.003069","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","1995","1995","kt","0.206479","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","1996","1996","kt","0.364196","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","1997","1997","kt","0.495924","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","1998","1998","kt","0.606248","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","1999","1999","kt","0.69801","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2000","2000","kt","0.774151","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2001","2001","kt","0.838325","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2002","2002","kt","0.893119","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2003","2003","kt","0.941272","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2004","2004","kt","0.983026","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2005","2005","kt","1.018983","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2006","2006","kt","1.050515","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2007","2007","kt","1.079169","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2008","2008","kt","1.103556","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2009","2009","kt","1.121775","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2010","2010","kt","1.137004","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2011","2011","kt","1.151273","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2012","2012","kt","1.162941","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2013","2013","kt","1.173454","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2014","2014","kt","1.182679","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2015","2015","kt","1.188902","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2016","2016","kt","1.194639","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2017","2017","kt","1.200415","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2018","2018","kt","1.206339","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2019","2019","kt","1.211316","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2020","2020","kt","1.215529","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6987","Solid Food Waste","2021","2021","kt","1.220605","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1992","1992","kt","2.465557","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1993","1993","kt","2.402896","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1994","1994","kt","2.352054","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1995","1995","kt","2.310433","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1996","1996","kt","2.276596","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1997","1997","kt","2.250769","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1998","1998","kt","2.229253","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","1999","1999","kt","2.235827","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2000","2000","kt","2.246668","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2001","2001","kt","2.232403","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2002","2002","kt","2.218307","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2003","2003","kt","2.204428","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2004","2004","kt","2.191289","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2005","2005","kt","2.178785","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2006","2006","kt","2.165975","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2007","2007","kt","2.156117","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2008","2008","kt","2.150343","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2009","2009","kt","2.146202","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2010","2010","kt","2.141313","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2011","2011","kt","2.134822","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2012","2012","kt","2.127195","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2013","2013","kt","2.119638","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2014","2014","kt","2.114086","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2015","2015","kt","2.115472","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2016","2016","kt","2.116088","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2017","2017","kt","2.118652","E","Estimated value"
"GPP","Emissions from pre and post agricultural production","233","Estonia","7225","Emissions (CH4)","6988","Domestic Wastewater","2018","2018","kt","2.126038","E","Estimated value"
